ATSC5d,ATSC4i,SlogP_VSA1,GATS2v,VSA_EState6,ATSC5p,ATSC3v,AATSC0are,ATSC5v,FilterItLogS,PEOE_VSA9.1,ATSC4p,ATSC6Z,PEOE_VSA10.1,TpiPC10,HallKierAlpha,ATSC4dv,ATSC3Z,SLogP,ATSC7v,ATSC6are,GATS2p,ATSC4pe,GATS2i,ATSC3d,GATS2pe,IC2,VSA_EState8,MinEStateIndex,ATSC3are,MaxEStateIndex,ATSC2dv,ATSC8Z,SssCH2,ATSC4v,MATS1i,VSA_EState3,MATS2p,PEOE_VSA1.1,SMR_VSA1.1,JGI4,ATSC0pe,MinAbsEStateIndex,ATSC1d,ATSC7pe,qed,ATSC5dv,SMR_VSA1,ATSC6p,SdssC,VSA_EState3.1,MATS2Z,GATS2m,AATS2i,AATSC0Z,MATS2i,ATSC3i,VSA_EState6.1,ATSC7Z,ATSC7d,Target
-6.082644628,-37.44810555,0,0.846276818,9.161105862,2.852710279,-616.4863391,0.182220868,400.5468788,-2.869689898,20.74553802,-7.959833827,-250.1756198,6.017892468,7.774185899,-1.49,-16.84154678,-202.7210744,3.0211,150.8879803,-1.786985331,0.777736354,0.118261157,0.901804192,-6.239669421,0.539506137,4.76932871,1.585641219,-4.324074074,-0.799221694,13.32122725,52.29706152,299.5309917,2.548882196,-909.7321204,-0.13427587,2.708887769,0.105177825,4.736862954,48.99139536,0.040954861,7.570690909,0.250582118,4.950413223,1.028759504,0.581564771,-79.84611264,27.05469687,-3.008650952,-0.262241119,-1.754855851,-0.030243806,0.782654035,154.3270167,16.99793388,0.193087545,-6.088089907,-9.145738704,105.3677686,1.900826446,1
1.333333333,4.859477945,0,1.298611111,0,1.341899046,-725.4105544,0.02,300.1698846,-1.3141805,0,0.894599364,0,0,3.583518938,0,6.222222222,-80.55555556,2.1965,0,0,1.298611111,0.108888889,1.298611111,-4.555555556,1.298611111,2.350209029,2.340277778,-3.541666667,-0.29,7.65625,-8,0,5.946759259,200.1132564,-1.52E-15,0,-0.125,0,16.44910267,0,0.49,3.444791667,1,0,0.421791474,5.333333333,0,0,0,0,-0.125,1.298611111,154.1855585,5.555555556,-0.125,-17.61560755,0,0,0,1
-26.19217687,-26.69145883,4.736862954,0.831959102,4.547924698,-2.700795457,-481.1993571,0.09246763,-691.6247888,-3.17705879,5.483034225,-4.053067419,-51.82539683,6.080018027,8.726932303,-1.48,-60.52380952,-23.5170068,2.6174,-622.3244848,-0.01373373,0.87513607,-1.471157143,0.937269377,-9.260204082,0.915998598,4.832560875,3.32243339,-4.229890991,0.873173299,9.642782974,35.86848073,151.2358277,4.510459656,-949.426922,-0.037215326,10.29040218,0.156946379,14.74558088,37.26084227,0.055467172,3.782361905,0.684520739,19.57369615,-1.925520181,0.742972945,-71.34013605,9.843390349,-4.73981616,1.345373205,4.379554989,0.125703829,0.830414473,150.9602349,7.045351474,0.189691512,-9.952258044,-8.44623878,-155.5623583,6.049886621,1
-3.884495317,-60.66964083,0,0.957567184,0,-5.930072889,-841.0356407,0.139854318,-912.5018895,-2.929475472,14.30456936,-11.10586823,98.92715921,5.601050811,8.028781162,-1.79,-85.02913632,-151.144641,2.3744,-1249.135129,-1.008896982,1.041811569,-1.542495005,1.053700163,-28.83350676,0.610858284,4.856791471,6.938200032,-5.867209231,-0.711238293,14.7513527,22.04162331,36.41831426,1.687127526,-2454.175004,0.083434812,22.86170937,0.120478002,14.95447934,70.46084757,0.060123457,8.118735484,2.146453692,24.85015609,-0.447831426,0.685307959,18.52445369,29.3335293,7.373206372,0.043383593,8.449178531,0.142044565,0.776377638,149.8862319,7.592091571,0.112035049,-7.654196147,-6.8983552,-131.4672216,-4.930280957,1
-1.372222222,-10.96157695,5.316788604,1.004233699,0,-3.123572161,142.8062343,0.121384556,-1233.678923,-2.826933947,0,-3.617324106,53.66666667,5.414990469,5.323009979,-0.86,-149.2222222,97.11111111,1.1278,1060.11967,0.805299333,1.086277502,-2.381634222,1.126793309,-17.39888889,0.542410924,3.489246429,6.179861111,-4.611111111,0.796673444,13.27583333,53.33333333,0,1.718680556,-1213.765961,-0.071226248,2.795185185,0.081952238,5.309813353,32.93305335,0.051503268,3.455386667,1.040763889,12.26666667,1.550413333,0.652158232,-99.55555556,9.589074368,0.408795503,0.029490741,-1.040763889,0.155827636,0.801275107,156.5409579,7.355555556,0.079698064,-20.05302813,0,163.3333333,5.633333333,1
-11.07952663,2.067676832,5.316788604,0.922385649,6.596903839,-2.191404085,-350.5874362,0.149627787,-514.4059538,-2.28414052,33.54917951,-1.085797998,-180.6627219,0,9.15225722,-3.43,-42.47928994,-99.07692308,1.6469,387.4203135,-2.494973041,0.943760257,-1.428080402,1.068728048,1.255384615,0.691707294,5.255070844,2.664793603,-4.66674073,-1.876454769,14.3404621,30.30769231,-29.53254438,2.409339291,-402.729052,-0.116655599,29.32075685,0.12243015,25.20333757,68.13235922,0.048231293,9.019298462,0.024724908,17.40662722,-0.606815172,0.473071766,3.355029586,29.70319374,-4.536773888,-1.24094393,8.018724844,0.059090754,0.840577941,155.7203393,7.699408284,0.127982708,-5.829784733,-16.71932237,4.520710059,-10.77017751,1
-9.983471074,-10.70455262,0,0.754918008,15.17535305,5.590968602,-191.0492657,0.05401999,936.2849758,-4.804058415,20.76573039,-0.230492886,-413.5702479,5.835619786,8.875490257,-1.78,36.16161616,17.3553719,3.78532,-2248.875938,-1.597102531,0.710999097,0.318094886,0.855334728,5.395144628,1.312572601,4.11485754,6.416267322,-3.929236938,-0.236997056,8.773421202,5.931129477,40.61983471,4.258943531,307.0907998,-0.199456866,0,0.227932819,9.799819462,28.78592968,0.047716049,2.515915909,0.275382181,11.75774793,-1.256822211,0.735027756,-38.62901745,0,-9.803933396,1.133564815,0,0.122855361,0.844717548,155.1986885,9.900826446,0.262953834,-0.225457832,-6.456772695,-319.5702479,-17.3088843,1
-2.484375,-42.24780305,0,0.819604339,16.46685253,9.320540648,-159.9255876,0.042110937,1398.959469,-4.908587159,10.96606845,-7.459029458,-140.8090278,0,8.584930692,-0.94,24.62094907,-70.24479167,4.4043,-1654.222723,-0.495915625,0.845727056,0.091533333,0.87544365,-1.578125,1.534346145,4.185769595,4.666224647,-4.282953042,-0.636820312,9.78178288,-16.65817901,-63.38194444,5.788964632,-942.6546855,-0.11595775,0,0.134056816,4.899909731,32.89820535,0.04625731,2.293466667,0.114389382,12.546875,-0.875233333,0.735368367,10.54803241,0,-3.949008837,0,0,0.004725244,1.01312756,153.2000351,12.53993056,0.246609161,25.88445457,-11.71404794,-354.9791667,-13.0625,1
-6.887943787,12.26527035,20.10730312,1.099654817,16.52073019,0.161958636,-1288.339074,0.168855732,721.216869,-4.662668348,48.75769295,0.211923363,-294.1131657,39.60071436,7.402984915,-3.34,110.2218935,-189.1675296,1.1038,845.2321612,-5.568801257,1.172945346,2.920242604,1.25355912,-0.436760355,1.029223324,4.849196208,11.33165018,-4.429685652,2.148519933,10.89616355,-43.63831361,65.30251479,4.94093207,70.03814593,-0.097922758,58.31789517,-0.034847148,60.21992767,127.8094702,0.042828283,16.23921154,1.16425474,12.03513314,0.237380214,0.092467864,72.68897929,59.17569055,-5.26243284,-3.537222222,18.82027487,-0.027237464,1.02505869,158.8154541,7.977440828,-0.062566812,7.267874529,-20.65836788,53.1512574,0.651257396,1
-4.620037807,-15.57042783,9.473725908,0.781735774,14.21704286,3.734488308,-64.73044403,0.09499017,931.5106107,-4.171728951,27.5993308,-1.332211892,-133.6408318,17.2485355,8.926876474,-2.46,33.46880907,-41.24763705,3.5464,-1506.26941,-1.151091115,0.795479719,0.025286011,0.926376732,1.463137996,1.330607422,4.099436412,4.167253559,-4.051225907,-1.025381664,9.043069964,6.069943289,-73.68809074,4.167253559,-301.7156964,-0.260678854,0,0.159588278,19.27354537,39.63041414,0.04625731,4.228886957,0.385546107,12.84120983,-2.427743667,0.844104817,25.28166352,9.473725908,-5.474332364,1.210138889,0,0.04621595,0.936757433,156.4230944,7.062381853,0.202965801,16.16523301,-9.009243572,-241.8279773,-16.89224953,1
-2.10301769,-9.668813,0,1.152093472,0,1.04728846,-165.7544991,0.122965661,-140.7325906,-3.042028115,26.57145195,-2.056490633,-62.76274714,12.16003605,7.344072851,-1.62,-77.56399584,-51.36316337,3.9495,98.90263714,-1.432122789,1.2272072,-0.50079974,1.234240899,-6.073881374,0.690329436,4.546803069,6.138487649,-5.648687642,-1.925494277,14.09918221,37.24349636,-74.16233091,4.821845347,-640.3703886,-0.006916326,9.864284377,-0.070308424,14.5825341,69.40664082,0.040740741,7.230298387,2.199835553,11.69406868,0.71140359,0.695389998,-93.2528616,24.16932767,-1.347204847,0.870336705,3.775341542,0.036694953,0.951761318,152.1625997,7.372528616,-0.071065506,-4.689409548,-6.866812118,38.52653486,-10.17377732,1
-26.6875,-1.128330498,5.316788604,0.801959414,13.0520308,-1.192343835,87.97950639,0.107065,-354.633863,-5.581763681,28.13418905,-0.515930865,-354.33,0,8.523718729,-1.59,-30.85160494,-93.05,3.8673,-443.9970846,-3.464525,0.77694955,-0.5272045,1.152411983,0.0625,0.826646425,4.511768796,2.768413328,-3.942322767,-0.959475,13.44316568,22.95506173,-50.92,0.725342656,-9.653792619,-0.118330092,4.127560075,0.060299946,10.04667631,31.50462056,0.043290598,4.70299,0.296739103,12.1875,1.33863125,0.836537113,-109.2976543,9.531400138,-4.376267901,-0.078841648,-2.196399019,0.051640909,0.590126722,151.7734714,14.61,-0.045612244,11.6803616,-11.30248553,-10.95,10.8125,1
-7.421875,15.83779373,10.47053043,0.912565528,6.203876606,-5.385851283,-583.2989327,0.083468359,-1210.952327,-3.569861618,6.853792781,3.348863283,118.015625,16.30487939,6.265063542,-0.73,-76.58680556,-63.90625,2.45124,-1328.396265,0.962275391,0.883309936,-2.036336914,1.111161448,-1.90625,0.906376016,4.030639062,6.603506236,-3.912525983,0.301699219,7.879254063,18.34027778,236.25,0.575092593,287.6548734,0.079086886,0,0.054068631,10.45657993,28.12192545,0.044444444,3.028796875,0.841175831,8.359375,-1.380148242,0.840952864,-30.99131944,4.736862954,0.944061698,0,0,0.043469805,0.515513349,156.2799282,12.359375,0.05023227,-5.840693516,-7.271621105,-175.34375,1.40625,1
-14.12345679,0.426056989,10.21669833,0.70567181,0,0.597333881,104.1646353,0.089238889,141.8460187,-3.369127666,10.3785177,1.450497036,-588.1481481,10.97097259,7.173910426,-0.72,-45.57902759,250.2469136,1.6454,-1009.654755,-2.345933333,0.806176372,1.515895139,0.822430402,-2.901234568,1.033007267,3.829239932,4.037472758,-3.835776172,-0.398644444,8.359495583,43.42706904,86.87654321,4.037472758,42.90563818,-0.523069494,3.478226175,0.169301338,15.10963281,24.71473753,0.052266667,3.492275,0.138269755,11.5308642,-1.275965972,0.673588663,-82.32845603,0,-11.41854476,0,-1.191828271,0.037657204,0.857435494,167.846714,15.61728395,0.331500784,-22.49161269,0,-294.0617284,-3.469135802,1
-36.7488,-15.36175994,11.05045608,0.886532936,0,-6.467278351,-334.2803967,0.63794784,-100.3776676,-3.915363746,0,-0.774556747,3.9168,7.247461864,6.345636361,-1.41,-50,10.8928,2.6311,0,12.45840768,0.98286694,-3.341196,0.857736564,-25.1648,0.534739239,2.683074189,0,-7.02337963,-3.09119472,13.001875,81.8736,0,0,-173.4360545,-0.208943576,-0.501157407,0.177290149,5.719716976,56.92050681,0.054444444,13.264344,1.345138889,-0.68,0,0.655301426,-124.1632,52.68498057,6.786071507,-2.942453704,-2.855740741,0.300265736,0.346841296,205.4447395,6.5184,0.24313577,-61.73028815,0,0,0,1
-10.05046826,2.257945717,0,1.056714056,-0.778633159,-0.828646468,-529.1267744,0.17088233,-920.7961052,-2.164528591,64.1260606,0.335461235,-31.18730489,43.63411166,7.734121303,-2.8,-90.8074922,-133.1789802,2.7674,110.1781582,0.630112175,1.179514755,-1.5042875,1.21778903,-1.430150884,0.947071115,5.083015892,11.78183082,-7.976057044,-1.859647802,15.27856359,39.68158169,-284.0156087,0.240727259,234.3046419,-0.191026692,34.48385584,-0.03431217,62.91577512,160.1280245,0.043492063,19.584325,2.361987644,28.72593652,-2.44309375,0.147202584,-110.0104058,72.39263455,-3.279967883,-1.726509811,11.94187381,0.077159703,0.936034519,157.9937248,7.989594173,-0.027591078,-0.344070699,-19.0661696,-33.38189386,-22.15420135,1
3.388429752,-20.7706794,5.316788604,0.959708324,12.21864459,2.298034852,-278.8310109,0.091570248,457.1491332,-4.685657831,35.26100115,-2.447797105,0.016528926,0,8.030152756,-1.98,-21.21487603,-55.65289256,2.19612,172.0875128,0.310953719,0.967853504,-0.756649019,1.124356201,-6.535123967,1.311450638,4.072623664,7.649892345,-4.270161515,-0.134199174,8.477556369,-12.74380165,-138.5123967,5.58224574,-486.9290855,-0.149200601,12.04484174,0.033788235,10.04667631,34.93463471,0.026481481,3.912897727,0.640636758,7.198347107,-0.684302944,0.916821499,-0.05785124,4.736862954,0.294421579,0,6.228117809,-0.040207942,1.037734785,158.8084851,7.095041322,-0.002858977,3.37080549,-5.688064761,-5.355371901,-6.539256198,1
-8.287981859,3.708429457,10.63357721,1.209982048,-0.986994903,-0.038633578,-511.3416139,0.137250391,97.41406038,-2.322261309,26.98423434,1.445054858,110.473167,31.1439642,6.539585956,-0.09,-10.94391099,42.17737465,0.8275,-436.4935732,0.374560695,1.345549512,0.019531066,1.459589834,-2.519274376,0.882644059,4.755157408,4.712829471,-5.463967047,4.767421744,14.63420027,37.1978357,-148.2592593,6.286757934,330.6651943,-0.00293867,36.26362585,-0.15879456,30.68291423,68.80426555,0.052338501,8.494971429,1.132595628,13.17913832,-1.34705034,0.267575302,-55.79256211,24.85098232,0.281831357,-0.173514083,3.758591886,-0.058452553,1.051530653,155.8834933,12.66565886,-0.189518994,-8.323491974,-10.61309879,-119.4028723,-3.646258503,1
-16.51020408,-10.9776852,16.78412356,0.782480783,0.109487434,-5.073231698,-3.970721354,0.186558277,-955.3162911,-1.186865493,35.64275579,-3.481919373,125.61678,7.970827321,8.103494278,-2.39,-130.739229,5.140589569,-1.6512,-1429.623038,3.362199773,0.868718746,-3.738720862,1.031575698,-14.32653061,0.760448727,4.73732278,1.918143949,-4.336064697,-0.854504989,13.84384511,46.99773243,-186.2993197,0.380327853,-1076.155019,-0.050648304,3.278157124,0.220704282,31.12288294,48.73640908,0.06037037,7.125611905,0.279362127,22.24489796,-3.22419263,0.41066984,8.185941043,23.85733746,0.274577112,-0.9376718,-0.279362127,0.154613643,0.707893967,157.7044085,8.011337868,0.125182885,-3.577009545,-6.932295564,-225.276644,-21.40816327,1
-4.928571429,5.850882824,4.899909731,1.010209671,0,-2.041188873,-11.1810333,0.073096301,-579.6543686,-2.458733504,8.435445107,0.092784081,-54.2244898,5.817862778,6.534832987,-1.12,-64.24489796,6.204081633,1.77532,82.909426,-0.414989541,1.048171794,-1.07815,1.242865693,-4.62755102,1.085660377,3.512188404,4.301592971,-3.689863119,0.362369388,8.048258692,22.44897959,52.04081633,6.209231151,-109.5718321,-0.421790778,0,-0.042354074,4.899909731,20.56137834,0.025641026,2.0475,0.270324074,5.608418367,0.267625,0.654369507,-54,0,-1.320611021,0,0,0.026666667,0.988694029,161.1776864,6.887755102,-0.107175916,3.419828554,0,19.79591837,3.047193878,1
-6.760416667,-35.39190264,14.79051451,0.921606082,10.69541974,-2.38247504,-150.1595341,0.150714796,-598.1522494,-5.599189581,54.06795375,-6.105396952,-3.780864198,14.62032517,8.18742096,-3.3,-160.4907407,-26.26851852,3.0061,642.5069964,1.921464796,0.924055936,-4.944718576,1.133650085,-6.046875,0.841463456,5.000747092,3.692771184,-5.520292331,1.768117072,15.16383327,33.45301783,108.9135802,1.515586993,-1342.878805,-0.142636581,12.98793955,0.064320639,24.21930678,78.97912448,0.046896552,10.41193194,1.299410934,20.62673611,1.535151447,0.422837425,-43.95884774,33.70072781,-2.325579736,-1.942095781,1.856191703,0.034868217,0.682049417,156.2673087,10.02469136,0.034594759,20.78696148,-27.57385034,143.0648148,-3.661458333,1
-19.77777778,7.423364797,10.21669833,0.875716766,17.66062343,-6.004649463,236.711145,0.044304889,-1501.66933,-5.725150894,10.96606845,-0.917920636,-83.57876543,1.411842078,8.482621156,-1.8,-76.65382716,23.63802469,4.0735,-19.02186676,-0.106494222,0.870367641,-0.335779457,0.982911521,-1.790123457,1.227995015,3.885971707,6.750380606,-4.307967215,-0.066452444,8.85969435,39.38814815,-24.32296296,3.230923091,-313.9172618,-0.098149008,3.244801784,0.144979294,10.20972308,32.93928887,0.045885886,2.196724444,0.200108655,16.50617284,0.55840642,0.849185479,-104.4933333,0,-4.405305447,0,-0.903326024,0.092790413,0.943483827,153.6645099,6.501728395,0.144887247,3.597799195,-10.62497353,34.87901235,-3.50617284,1
4.349974701,-8.585992904,34.66381343,0.770027926,26.37802882,15.71489156,-1531.560883,0.103180132,-1117.648435,-10.08378869,37.37305787,12.9915781,219.5786811,0,9.189332972,-2.12,-0.29726038,-264.380334,4.6173,719.6303948,0.628694046,0.044053264,1.646040934,0.754798928,-7.500927644,0.435400353,4.667660775,3.646140759,-5.052258161,-2.507710575,12.45114993,0.60269152,-57.48625401,4.487759452,183.9093498,-0.017310505,23.99437256,-0.002482389,15.00987277,91.17294971,0.038231481,8.584353247,0,12.97099005,0.662864395,0.238111124,-145.1124271,44.56487801,29.43133949,-0.96253665,10.54001912,-0.00235906,0.860171898,146.3063224,11.32636195,-0.078535913,-21.60406426,-21.79427232,118.1342554,7.979254512,1
-10.04470743,-1.600573594,4.899909731,0.799263256,13.69011212,-2.732345976,-197.0488822,0.161209204,-540.1763676,-4.3078996,36.88376067,0.271908229,-42.11176857,13.17977971,8.642547493,-3.06,-37.21761999,-8.097961867,2.3827,-299.633731,0.776962196,0.780402512,-1.2619405,0.94792874,-0.084155161,0.84592823,4.272331065,0.01120953,-3.861102791,-0.250423406,13.29333858,3.480604865,-26.43918475,0.01120953,73.74276388,-0.106006163,11.14786423,0.194705967,4.736862954,35.01608953,0.034986772,5.724958974,0.386258503,9.825772518,0.658023011,0.637878577,-40.93425378,14.45471119,-3.340624815,0.332534486,11.70997659,0.009706926,0.83146495,154.9611168,7.409598948,0.138787441,-11.29039877,-9.137753311,39.52399737,-12.44247206,1
-4.50059453,3.451527343,5.316788604,1.004602389,0,0.641750582,-690.2762967,0.188945541,2.469914688,-0.514533271,14.52943248,0.977906932,-38.89298454,1.370758556,6.829793738,-1.52,-12.01664685,-29.4863258,0.6636,-496.4531903,-0.573678121,1.005344988,-0.337119738,0.904124403,-11.32223543,0.546495986,4.323161167,0,-3.765509259,-0.43475981,12.47411293,37.55648038,-42.30558859,0.984164068,272.2860504,-0.109244465,2.360166053,0.0846035,14.78353926,36.92374503,0.031611111,4.99237931,0.74332483,6.158145065,-1.676112961,0.523708545,-73.8156956,19.06280028,-0.031911905,-0.776892479,-0.74332483,0.03603007,0.821005187,153.7738802,8.064209275,0.243615565,-30.55197685,-2.534804566,-106.0749108,-6.491082045,1
-19.6092562,-10.37017284,20.38235168,0.925321473,1.616459227,-0.269332431,621.2477046,0.179877157,65.56833892,-4.236490716,28.90694584,-0.776289411,-246.7603306,13.835378,9.398843629,-2.32,113.0505051,140.4793388,2.7923,-1000.196037,-3.453023207,0.932455238,4.994605818,1.148625563,5.735867769,0.751640092,4.903820395,2.396010099,-4.495998297,2.056686314,16.87588365,83.53351699,-149.1404959,6.41120787,258.4757734,-0.129351955,13.01773807,0.011281523,24.62249388,50.59915369,0.044885057,9.316883636,0.299048446,18.99438017,-1.35246724,0.764865285,-60.18089991,19.02834258,-7.970634559,-1.301440712,1.116185912,0.002502008,0.619036247,156.7425484,10.76694215,-0.068577306,13.09769296,-9.958352084,-189.2892562,-8.243305785,1
